114,mercedes,270f,2018,crossover
115,mercedes,38b,1998,hatchback
116,volkswagen,178d,2006,crossover
117,volvo,48g,2008,terenowy
118,saab,26h,2016,pickup
119,jeep,258b,2010,crossover
120,peugeot,252h,1996,hatchback
121,volkswagen,159d,2004,terenowy
122,peugeot,161f,1988,kombi
123,hyundai,57e,1989,kombi
124,polonez,281c,1977,hatchback
125,mazda,213a,2000,terenowy
126,cadillac,177f,2011,crossover
127,audi,77h,1996,hatchback
128,renault,80e,2001,crossover
129,peugeot,277d,2017,kombi
130,ford,157g,2012,terenowy
131,audi,48d,1969,sedan
132,opel,298f,1968,crossover
133,mercedes,218b,2015,suv
134,renault,27h,2013,sedan
135,ford,279f,1983,suv
136,mercedes,35h,2020,ciezarowy
137,saab,128h,1985,kombi
138,opel,255b,2011,pickup
139,ford,108e,1983,crossover
140,fiat,38e,1978,terenowy
141,lancia,160c,1990,kombi
142,bmw,130b,1985,crossover
143,alfa romeo,183b,1976,suv
144,mercedes,225f,1982,suv
145,lancia,246f,2017,hatchback
146,saab,62h,2015,suv
147,jeep,233h,1986,sedan
148,mazda,229f,2017,pickup
149,hyundai,26e,2010,ciezarowy
150,ford,4c,1982,ciezarowy
151,alfa romeo,144g,1996,hatchback
152,jeep,127f,1988,kombi
153,polonez,279h,1976,ciezarowy
154,ford,221f,2004,kombi
155,saab,112b,2021,terenowy
156,renault,232a,1973,ciezarowy
157,audi,266a,2000,ciezarowy
158,hyundai,219f,2020,pickup
159,renault,219h,2020,ciezarowy
160,volvo,210g,2000,hatchback
161,fiat,127f,1985,ciezarowy
162,lancia,22d,2015,suv
163,jeep,216d,2002,sedan
164,volvo,221a,2009,pickup
165,volvo,112g,1998,ciezarowy
166,renault,126f,1981,ciezarowy
167,saab,32a,1974,pickup
168,audi,178f,2009,ciezarowy
169,lancia,175e,1969,sedan
170,mercedes,290b,2011,ciezarowy
171,lancia,214c,2013,suv
172,lancia,279e,1996,terenowy
173,bmw,270g,1992,terenowy
174,citroen,170e,1974,pickup
175,fiat,69a,1992,crossover
176,ford,116f,1970,pickup
177,mercedes,218c,1984,pickup
178,alfa romeo,46a,2009,terenowy
179,volvo,141a,1987,ciezarowy
180,fiat,283b,2021,ciezarowy
181,opel,155e,2015,terenowy
182,audi,232a,1981,terenowy
183,saab,201b,1983,terenowy
184,lancia,13g,1988,kombi
185,ford,133f,2015,crossover
186,alfa romeo,6g,1968,kombi
187,citroen,285g,1972,hatchback
188,peugeot,224c,1997,pickup
189,jeep,80d,1995,hatchback
190,jeep,122c,2009,pickup
191,renault,150c,2017,hatchback
192,citroen,211h,2003,ciezarowy
193,alfa romeo,151e,1974,kombi
194,opel,50c,1987,suv
195,saab,242h,1986,suv
196,volkswagen,6b,1968,terenowy
197,saab,234e,2004,crossover
198,mercedes,186b,2008,terenowy
199,mercedes,21e,1978,terenowy
200,cadillac,61h,1997,hatchback
201,renault,254e,2016,terenowy
202,jeep,106e,1979,kombi
203,bmw,111f,1968,crossover
204,mazda,286h,1988,kombi
205,peugeot,48f,2016,kombi
206,bmw,203e,1992,pickup
207,jeep,198h,1989,sedan
208,alfa romeo,103c,2000,hatchback
209,polonez,205a,2004,terenowy
210,honda,84g,1990,terenowy
211,polonez,174a,1977,pickup
212,polonez,252g,2011,terenowy
213,volkswagen,133g,2019,pickup
214,fiat,177c,1980,sedan
215,saab,266a,1983,crossover
216,jeep,272g,1983,sedan
217,saab,185d,1984,suv
218,mercedes,19c,1993,pickup
219,volkswagen,3e,2000,sedan
220,volkswagen,61f,2014,kombi
221,hyundai,215e,1978,crossover
222,fiat,142e,1981,sedan
223,mazda,276f,2000,kombi
224,audi,269h,2017,ciezarowy
225,cadillac,244d,1989,crossover
226,hyundai,59g,1972,hatchback
227,peugeot,130c,2006,crossover
228,volvo,24a,1977,terenowy
229,alfa romeo,110h,1988,pickup
230,cadillac,141f,1976,suv
231,honda,208e,2012,kombi
232,mercedes,89d,1987,pickup
233,renault,107h,1973,terenowy
234,opel,206b,1975,pickup
235,hyundai,73h,2017,crossover
236,renault,136f,1983,ciezarowy
237,hyundai,254c,2016,kombi
238,citroen,202g,1991,crossover
239,hyundai,218g,1980,hatchback
240,polonez,61b,1976,suv
241,honda,278f,2014,suv
242,volkswagen,153f,1983,suv
243,ford,189e,1984,kombi
244,bmw,180e,1988,sedan
245,volkswagen,163d,1971,suv
246,mazda,199a,2006,sedan
247,volkswagen,291g,2021,terenowy
248,saab,154a,1978,suv
249,renault,31g,2005,ciezarowy
250,fiat,212d,1985,kombi
251,fiat,189c,2005,hatchback
252,citroen,86d,2017,crossover
253,mercedes,128e,1985,crossover
254,saab,55e,1973,ciezarowy
255,peugeot,170a,2006,terenowy
256,lancia,150h,2016,kombi
257,renault,202f,1971,sedan
258,cadillac,238g,1975,crossover
259,polonez,107h,2006,kombi
260,audi,17c,1988,hatchback
261,ford,207d,2005,hatchback
262,peugeot,228e,1974,hatchback
263,volvo,120b,2021,crossover
264,ford,195d,1988,hatchback
265,hyundai,19a,1971,ciezarowy
266,citroen,215a,2009,suv
267,mercedes,159b,2021,hatchback
268,fiat,171f,1998,ciezarowy
269,hyundai,258e,1987,terenowy
270,alfa romeo,15f,2016,kombi
271,audi,281g,1989,terenowy
272,peugeot,53c,1987,pickup
273,cadillac,268f,2010,pickup
274,cadillac,72a,2002,ciezarowy
275,citroen,91b,1981,kombi
276,lancia,55c,2014,suv
277,renault,33e,2000,hatchback
278,jeep,185a,2021,kombi
279,polonez,234b,2000,pickup
280,lancia,39e,1974,suv
281,mazda,261c,1970,kombi
282,mercedes,150h,1982,terenowy
283,mercedes,105f,1998,sedan
284,lancia,147b,2005,suv
285,cadillac,272b,2005,pickup
286,peugeot,147c,1990,crossover
287,mercedes,193d,2021,suv
288,citroen,275b,1975,ciezarowy
289,audi,125a,2015,crossover
290,ford,53d,1983,kombi
291,lancia,294f,1969,suv
292,citroen,58c,2008,ciezarowy
293,volvo,19h,1991,crossover
294,opel,209d,1976,ciezarowy
295,bmw,38a,1993,suv
296,hyundai,127b,2020,pickup
297,polonez,181b,2004,crossover
298,bmw,163d,1996,kombi
299,mercedes,6d,2004,sedan
300,lancia,50h,1998,suv
301,citroen,183d,1992,pickup
302,honda,123a,1970,crossover
303,opel,14b,2013,terenowy
304,ford,69g,2014,suv
305,bmw,77d,2018,hatchback
306,saab,212g,2012,pickup
307,volkswagen,89h,1993,suv
308,lancia,189d,2005,kombi
309,mazda,91g,1980,suv
310,volvo,137d,1986,crossover
311,renault,72b,1976,suv
312,volkswagen,163c,1981,pickup
313,jeep,8a,2001,kombi
314,mazda,237c,1998,crossover
315,mercedes,116f,1975,pickup
316,bmw,29b,2004,ciezarowy
317,cadillac,180g,1987,sedan
318,alfa romeo,76e,1980,ciezarowy
319,opel,242h,1969,kombi
320,lancia,246e,1985,suv
321,volvo,123c,2016,suv
322,jeep,289g,2021,suv
323,renault,7a,2004,ciezarowy
324,honda,248h,2021,ciezarowy
325,mercedes,16c,1977,ciezarowy
326,volkswagen,70a,1979,sedan
327,hyundai,231a,1971,crossover
328,jeep,172h,1991,hatchback
329,volkswagen,92c,2018,sedan
330,alfa romeo,216c,1995,kombi
331,honda,201g,1973,terenowy
332,saab,41g,1978,terenowy
333,alfa romeo,65g,1987,crossover
334,jeep,117c,1989,sedan
335,ford,250f,1999,kombi
336,fiat,133d,2003,sedan
337,saab,195a,1975,suv
338,cadillac,145e,2001,pickup
339,peugeot,260b,2009,suv
340,bmw,156b,1995,kombi
341,opel,268c,2002,terenowy
342,volvo,258c,2021,crossover
343,volkswagen,196d,1980,terenowy
344,renault,94c,2020,crossover
345,opel,200c,1997,suv
346,cadillac,224d,1969,kombi
347,polonez,144e,1981,hatchback
348,mazda,81c,1980,ciezarowy
349,mercedes,270f,1976,kombi
350,jeep,251c,1972,kombi
351,alfa romeo,101e,1968,kombi
352,renault,260g,2006,crossover
353,mazda,131d,2011,crossover
354,mercedes,150d,2008,terenowy
355,opel,191f,1974,crossover
356,peugeot,227b,2001,crossover
357,citroen,151d,1985,pickup
358,volvo,12h,1970,terenowy
359,bmw,177h,1973,ciezarowy
360,cadillac,188h,2009,suv
361,opel,49b,1999,crossover
362,volvo,17g,1998,suv
363,polonez,162a,1968,ciezarowy
364,renault,172f,2008,sedan
365,renault,266a,1984,terenowy
366,opel,263g,2005,pickup
367,lancia,67e,2004,sedan
368,saab,103f,1977,pickup
369,ford,205e,2015,kombi
370,jeep,30e,2010,pickup
371,lancia,149f,2021,suv
372,hyundai,184g,2004,pickup
373,mazda,19f,2020,crossover
374,citroen,249f,1987,crossover
375,peugeot,36h,1983,terenowy
376,mercedes,150a,1971,sedan
377,alfa romeo,256b,2003,pickup
378,peugeot,114f,2001,terenowy
379,hyundai,157c,1990,terenowy
380,fiat,148e,1973,suv
381,audi,135a,1992,terenowy
382,bmw,70d,1975,crossover
383,jeep,287b,1996,sedan
384,hyundai,39c,2021,ciezarowy
385,polonez,279f,2016,crossover
386,lancia,107c,1986,pickup
387,citroen,239e,2015,terenowy
388,honda,161f,1987,ciezarowy
389,alfa romeo,257a,2011,suv
390,lancia,152e,1988,kombi
391,hyundai,40f,2013,crossover
392,peugeot,271d,1977,terenowy
393,honda,189f,2000,sedan
394,renault,77b,1971,kombi
395,mazda,293g,1994,ciezarowy
396,saab,180f,2014,pickup
397,saab,190d,1997,pickup
398,ford,35d,2013,hatchback
399,bmw,176h,2019,terenowy
400,mercedes,274h,2007,kombi
401,fiat,282e,1993,crossover
402,honda,85e,2019,kombi
403,peugeot,53c,2013,kombi
404,ford,77f,1975,ciezarowy
405,peugeot,241c,1970,ciezarowy
406,bmw,125f,1969,suv
407,cadillac,280c,2012,terenowy
408,renault,17c,1991,hatchback
409,volvo,253c,2009,crossover
410,cadillac,47f,2016,kombi
411,citroen,183a,1989,pickup
412,bmw,135b,1978,kombi
413,honda,186e,2014,sedan
414,volkswagen,254d,1980,hatchback
415,alfa romeo,78c,1977,terenowy
416,fiat,239c,2012,crossover
417,mercedes,275e,1975,pickup
418,citroen,292c,1983,pickup
419,saab,295d,2000,sedan
420,mercedes,128c,2012,hatchback
421,ford,57a,1988,suv
422,jeep,248g,1982,ciezarowy
423,bmw,240d,1969,sedan
424,alfa romeo,139d,1995,suv
425,polonez,177d,1975,crossover
426,mercedes,203e,2013,kombi
427,saab,238d,2010,suv
428,bmw,288g,1991,terenowy
429,mazda,53d,1992,pickup
430,fiat,174h,1996,kombi
431,audi,273g,1979,suv
432,mercedes,148b,1977,kombi
433,citroen,125h,1973,crossover
434,lancia,202c,2007,crossover
435,cadillac,214b,1973,suv
436,cadillac,244d,1992,sedan
437,polonez,89h,2016,suv
438,alfa romeo,57d,1990,crossover
439,cadillac,44e,2021,crossover
440,alfa romeo,143h,1969,terenowy
441,alfa romeo,47f,2013,kombi
442,volvo,130f,1985,terenowy
443,renault,255c,1984,crossover
444,audi,213c,1983,kombi
445,jeep,167b,1987,sedan
446,opel,41h,2010,suv
447,cadillac,273f,1991,sedan
448,honda,146h,1990,terenowy
449,cadillac,210a,2007,ciezarowy
450,mercedes,159b,2008,pickup
451,saab,81h,1992,crossover
452,jeep,40b,2018,suv
453,opel,236f,1996,sedan
454,lancia,171f,2021,hatchback
455,audi,237a,2007,suv
456,hyundai,239g,2010,suv
457,peugeot,112c,1994,ciezarowy
458,mazda,129a,1991,terenowy
459,cadillac,289f,2014,suv
460,cadillac,188f,1990,ciezarowy
461,lancia,44h,2018,ciezarowy
462,volvo,232g,1998,terenowy
463,mazda,277b,1979,suv
464,mazda,247g,2000,terenowy
465,honda,288d,1994,pickup
466,renault,230c,2008,pickup
467,saab,97g,1976,ciezarowy
468,opel,232c,1970,crossover
469,mazda,262h,1989,hatchback
470,mercedes,283f,1998,sedan
471,ford,260f,1997,kombi
472,saab,289b,2008,pickup
473,renault,160d,1983,ciezarowy
474,peugeot,144b,2017,terenowy
475,ford,52c,2016,terenowy
476,opel,263e,1979,crossover
477,saab,3g,2005,crossover
478,mazda,144g,1991,hatchback
479,saab,240d,1986,ciezarowy
480,mercedes,174b,1976,suv
481,cadillac,39d,2008,terenowy
482,volvo,211g,1992,suv
483,alfa romeo,261e,2006,terenowy
484,alfa romeo,140c,1997,pickup
485,fiat,206b,2008,ciezarowy
486,renault,7b,1968,ciezarowy
487,peugeot,231b,1994,sedan
488,volvo,158e,1968,terenowy
489,citroen,225d,1999,sedan
490,fiat,83h,1970,pickup
491,lancia,79b,2010,ciezarowy
492,citroen,56g,2018,sedan
493,saab,202e,2010,pickup
494,renault,252b,1972,pickup
495,fiat,196d,2014,crossover
496,polonez,210b,1977,kombi
497,volkswagen,289b,2001,pickup
498,volvo,271b,2003,ciezarowy
499,mazda,7f,2005,ciezarowy
500,fiat,292e,2013,terenowy
501,mercedes,107a,1971,ciezarowy
502,audi,274g,1972,terenowy
503,audi,269c,1969,hatchback
504,cadillac,196f,1983,hatchback
505,jeep,296b,2005,hatchback
506,mercedes,34h,1978,pickup
507,ford,49g,1993,kombi
508,saab,134g,1992,hatchback
509,volkswagen,4h,1985,kombi
510,honda,72a,1972,pickup
511,audi,89h,1978,pickup
512,lancia,274h,1972,suv
513,renault,269d,1987,crossover
514,opel,117f,1992,pickup
515,volvo,72d,1993,kombi
516,renault,221d,2009,ciezarowy
517,peugeot,242g,2020,ciezarowy
518,audi,106f,1974,pickup
519,jeep,22a,2021,hatchback
520,mercedes,160a,2014,terenowy
521,alfa romeo,282d,1994,crossover
522,honda,11g,1970,crossover
523,cadillac,26f,2021,pickup
524,cadillac,241e,1984,suv
525,mazda,141g,1983,suv
526,peugeot,4c,2017,hatchback
527,mazda,142a,2010,ciezarowy
528,opel,295f,2002,crossover
529,alfa romeo,271g,1978,pickup
530,volvo,227e,1976,terenowy
531,audi,260f,1980,crossover
532,renault,261h,2004,terenowy
533,alfa romeo,178f,1997,terenowy
534,renault,297d,2011,sedan
535,renault,293g,2002,kombi
536,citroen,165e,1983,suv
537,renault,143d,2004,crossover
538,jeep,86e,1993,ciezarowy
539,audi,219e,1985,pickup
540,hyundai,94g,1998,ciezarowy
541,volkswagen,92c,1977,terenowy
542,saab,125c,1990,ciezarowy
543,fiat,281h,1968,sedan
544,mazda,179f,2009,hatchback
545,peugeot,39d,2003,pickup
546,mercedes,127e,2005,crossover
547,hyundai,109e,1976,terenowy
548,peugeot,98g,1987,sedan
549,polonez,34g,2005,crossover
550,fiat,184f,1978,crossover
551,peugeot,104d,2015,sedan
552,hyundai,262b,1994,pickup
553,polonez,41e,1984,ciezarowy
554,lancia,177g,1980,suv
555,hyundai,198g,1975,sedan
556,citroen,50f,1985,crossover
557,honda,129b,1989,terenowy
558,lancia,165c,2001,pickup
559,ford,199b,1974,hatchback
560,volvo,257h,1997,sedan
561,peugeot,53a,1999,sedan
562,volkswagen,87c,2008,kombi
563,mercedes,287f,1974,sedan
564,audi,299f,1973,sedan
565,lancia,257b,2003,ciezarowy
566,mercedes,277f,1973,pickup
567,jeep,243b,2001,hatchback
568,mazda,118g,2008,terenowy
569,renault,41c,1993,kombi
570,lancia,289d,1989,hatchback
571,opel,179c,2021,terenowy
572,audi,7d,1983,sedan
573,opel,98b,1979,ciezarowy
574,opel,142f,2010,suv
575,mercedes,113f,1975,pickup
576,hyundai,51g,1992,suv
577,opel,34f,1974,hatchback
578,ford,145e,2010,kombi
579,volkswagen,144b,1968,sedan
580,audi,271e,1994,suv
581,lancia,134b,2012,terenowy
582,hyundai,263f,2001,hatchback
583,honda,151d,2006,kombi
584,bmw,143h,2018,crossover
585,lancia,23h,1987,kombi
586,renault,221d,1976,ciezarowy
587,honda,132g,1982,hatchback
588,hyundai,64c,2015,ciezarowy
589,lancia,153f,2003,sedan
590,honda,150g,2016,hatchback
591,opel,137c,2005,terenowy
592,audi,228g,2009,hatchback
593,mazda,125c,1998,pickup
594,bmw,28e,2004,pickup
595,volvo,275c,1986,suv
596,mazda,265e,1968,crossover
597,lancia,69f,1973,kombi
598,renault,162d,2010,terenowy
599,citroen,169a,1985,hatchback
600,ford,144c,1971,hatchback
601,bmw,158e,1999,kombi
602,citroen,92c,1972,hatchback
603,cadillac,90f,1989,hatchback
604,mercedes,169c,1979,ciezarowy
605,ford,98b,2013,sedan
606,audi,265h,2010,ciezarowy
607,mercedes,7c,1991,suv
608,volkswagen,230a,1983,pickup
609,ford,180e,2009,terenowy
610,audi,62a,1986,suv
611,jeep,120e,1996,pickup
612,volvo,141g,1969,kombi
613,peugeot,6c,1984,suv
614,cadillac,162g,1981,crossover
615,jeep,291c,1989,suv
616,bmw,133d,1982,hatchback
617,lancia,80a,1999,ciezarowy
618,hyundai,14c,1984,hatchback
619,hyundai,120e,1972,kombi
620,volvo,140e,1968,pickup
621,audi,169h,2015,sedan
622,ford,294d,2008,ciezarowy
623,mazda,154g,1997,sedan
624,cadillac,108h,1980,terenowy
625,opel,255a,2006,crossover
626,opel,181g,1996,suv
627,mercedes,94h,1999,ciezarowy
628,peugeot,129g,2002,kombi
629,opel,258g,2005,sedan
630,honda,51f,1989,hatchback
631,audi,195b,2004,hatchback
632,fiat,145e,1970,terenowy
633,jeep,68a,1982,terenowy
634,bmw,291h,1989,hatchback
635,peugeot,156g,2012,pickup
636,volkswagen,118h,2003,crossover
637,mazda,43e,1975,hatchback
638,mazda,157d,1973,sedan
639,polonez,272b,2020,kombi
640,volkswagen,96a,1994,sedan
641,hyundai,203a,2003,suv
642,hyundai,148g,1977,kombi
643,opel,233d,2007,sedan
644,lancia,259e,1995,hatchback
645,opel,267a,2002,terenowy
646,ford,281g,2020,pickup
647,hyundai,263c,2010,pickup
648,mazda,203d,2002,terenowy
649,saab,215d,2018,hatchback
650,renault,180d,1999,ciezarowy
651,mercedes,281g,1972,ciezarowy
652,volvo,38c,1984,kombi
653,mazda,59b,1982,ciezarowy
654,bmw,69d,2005,pickup
655,audi,72c,1971,hatchback
656,volkswagen,116d,2010,kombi
657,citroen,30f,2003,terenowy
658,ford,112d,2010,pickup
659,volkswagen,194f,1991,ciezarowy
660,lancia,63b,1986,ciezarowy
661,alfa romeo,92e,2017,ciezarowy
662,lancia,122f,1969,terenowy
663,ford,104g,1980,sedan
664,ford,128f,1998,ciezarowy
665,volkswagen,10a,1989,kombi
666,opel,262a,1996,terenowy
667,mazda,264g,2016,pickup
668,volkswagen,40d,1997,crossover
669,renault,248b,1982,suv
670,honda,172f,1984,kombi
671,ford,246g,2014,pickup
672,hyundai,133c,1995,kombi
673,fiat,51h,1991,pickup
674,volvo,294b,2005,pickup
675,jeep,10h,1987,hatchback
676,bmw,201b,1969,terenowy
677,renault,118d,2020,ciezarowy
678,volkswagen,67h,1993,terenowy
679,peugeot,189b,1986,ciezarowy
680,honda,9c,1986,crossover
681,cadillac,257g,1979,terenowy
682,citroen,145b,1970,hatchback
683,volvo,86f,2009,crossover
684,jeep,274b,2006,kombi
685,ford,254b,2007,crossover
686,peugeot,136h,2008,sedan
687,alfa romeo,218a,2006,kombi
688,audi,288g,1977,sedan
689,cadillac,241e,1979,suv
690,peugeot,121g,2017,ciezarowy
691,hyundai,137e,2009,ciezarowy
692,ford,176b,1997,suv
693,polonez,225g,1972,pickup
694,renault,224g,2019,kombi
695,saab,187a,1980,kombi
696,polonez,131a,1999,pickup
697,saab,92d,2009,suv
698,lancia,179f,1973,sedan
699,citroen,69c,1994,suv
700,cadillac,292f,1979,ciezarowy
701,saab,266b,1992,sedan
702,volkswagen,290b,1990,hatchback
703,renault,2a,2008,kombi
704,polonez,43g,1980,terenowy
705,volvo,278b,1978,suv
706,jeep,272e,2008,crossover
707,polonez,240a,1995,terenowy
708,saab,118b,2009,ciezarowy
709,alfa romeo,155c,2016,crossover
710,volkswagen,69h,2019,hatchback
711,renault,55d,1979,crossover
712,audi,234h,2002,pickup
713,bmw,90d,2002,pickup
714,mercedes,96g,1997,ciezarowy
715,mercedes,141d,1977,kombi
716,opel,213b,2008,hatchback
717,lancia,151a,2012,sedan
718,peugeot,287c,2005,pickup
719,volkswagen,141c,1976,crossover
720,renault,127g,2014,crossover
721,lancia,53b,1984,kombi
722,mercedes,81c,1981,ciezarowy
723,cadillac,223h,1977,sedan
724,citroen,96h,2016,suv
725,mercedes,212h,1995,pickup
726,polonez,50b,2006,suv
727,renault,92g,2011,sedan
728,honda,15c,1988,pickup
729,renault,255g,2005,hatchback
730,ford,212e,1980,pickup
731,polonez,173c,1982,terenowy
732,renault,109h,1969,suv
733,mercedes,118b,2000,hatchback
734,saab,175f,2021,kombi
735,opel,278f,1999,hatchback
736,ford,263e,1984,kombi
737,alfa romeo,107c,1971,suv
738,saab,138d,1974,ciezarowy
739,bmw,182d,1990,ciezarowy
740,hyundai,276f,1986,kombi
741,cadillac,98e,1981,ciezarowy
742,volvo,272e,1998,hatchback
743,alfa romeo,76c,1999,hatchback
744,jeep,109g,1979,pickup
745,polonez,59e,1985,suv
746,bmw,236h,2015,terenowy
747,hyundai,107b,1997,terenowy
748,hyundai,39e,1995,sedan
749,jeep,170h,1993,pickup
750,jeep,89d,2010,sedan
751,peugeot,193h,1973,crossover
752,mazda,88e,1999,suv
753,honda,271c,2021,suv
754,citroen,40f,1996,hatchback
755,polonez,274e,2020,ciezarowy
756,audi,55f,1987,sedan
757,bmw,226e,2003,crossover
758,volvo,138c,1968,pickup
759,jeep,133g,1990,suv
760,saab,51b,1976,kombi
761,opel,185f,1995,kombi
762,polonez,244a,1970,kombi
763,saab,71h,1989,suv
764,alfa romeo,173f,2013,terenowy
765,ford,61h,1977,terenowy
766,volkswagen,177c,1975,pickup
767,polonez,185c,1981,terenowy
768,ford,225a,1984,crossover
769,jeep,92a,1972,suv
770,citroen,1c,1994,sedan
771,ford,229d,1972,suv
772,fiat,95a,1980,suv
773,hyundai,102c,2012,sedan
774,honda,225h,2000,sedan
775,mazda,175e,2002,pickup
776,jeep,9g,1974,ciezarowy
777,cadillac,249f,1999,kombi
778,cadillac,101a,1973,pickup
779,audi,173h,2011,pickup
780,ford,184b,1975,hatchback
781,honda,226e,1984,suv
782,honda,280f,1999,pickup
783,peugeot,292d,2020,hatchback
784,opel,285g,2019,pickup
785,mazda,110d,1971,suv
786,jeep,256d,1970,sedan
787,honda,69e,2018,crossover
788,alfa romeo,184f,1995,crossover
789,volkswagen,239d,1975,sedan
790,mercedes,251a,1970,hatchback
791,peugeot,258h,1999,crossover
792,ford,142c,2010,ciezarowy
793,opel,272g,2017,sedan
794,bmw,137e,2011,ciezarowy
795,saab,241b,1975,suv
796,audi,82c,2010,suv
797,hyundai,157g,1983,terenowy
798,audi,140g,2003,crossover
799,mercedes,42g,1989,sedan
800,citroen,52f,2018,crossover
801,volkswagen,127e,2014,pickup
802,mazda,103a,2020,ciezarowy
803,opel,44d,2010,suv
804,saab,91e,1982,crossover
805,cadillac,42b,1980,pickup
806,ford,241d,1990,kombi
807,volvo,62d,1988,terenowy
808,hyundai,184f,1972,crossover
809,bmw,227e,1979,hatchback
810,citroen,46d,1984,hatchback
811,polonez,38a,1990,sedan
812,saab,28b,2011,kombi
813,polonez,201a,1978,pickup
814,volvo,171d,1983,kombi
815,jeep,296g,2018,suv
816,volvo,143a,1976,terenowy
817,saab,6c,1971,terenowy
818,polonez,169a,2010,sedan
819,renault,161c,1969,suv
820,bmw,236c,2004,terenowy
821,renault,160g,1978,suv
822,polonez,217f,2001,hatchback
823,mercedes,82c,1974,crossover
824,opel,128e,1997,kombi
825,fiat,234c,1977,terenowy
826,fiat,181a,1987,ciezarowy
827,lancia,297h,2018,suv
828,ford,87h,1976,terenowy
829,volvo,142a,1981,pickup
830,audi,35h,1985,terenowy
831,mazda,120h,1982,suv
832,jeep,289a,1979,kombi
833,mercedes,282b,2013,suv
834,mercedes,39e,1996,crossover
835,opel,49f,1994,crossover
836,peugeot,164b,1993,kombi
837,jeep,174c,1991,ciezarowy
838,lancia,34e,1976,suv
839,ford,159f,2001,kombi
840,hyundai,253d,2020,pickup
841,volvo,296a,2020,kombi
